ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
214312_at	6.22e-01	3.48e-01	-0.9439797	-6.1479	-0.20800013	FOXA2	forkhead box A2
202369_s_at	6.22e-01	3.48e-01	-0.9439612	-6.14792	-0.19603758	TRAM2	translocation associated membrane protein 2
214321_at	6.22e-01	3.48e-01	0.9437967	-6.14807	0.13140062	NOV	nephroblastoma overexpressed
221780_s_at	6.22e-01	3.48e-01	-0.9436282	-6.14823	-0.14520349	DDX27	DEAD-box helicase 27
214174_s_at	6.22e-01	3.48e-01	-0.943604	-6.14825	-0.19203236	PDLIM4	PDZ and LIM domain 4
209800_at	6.22e-01	3.48e-01	0.9434738	-6.14837	0.17250502	KRT16	keratin 16
204961_s_at	6.22e-01	3.48e-01	0.9434722	-6.14837	0.12317305	NCF1C///NCF1B///NCF1	neutrophil cytosolic factor 1C pseudogene///neutrophil cytosolic factor 1B pseudogene///neutrophil cytosolic factor 1
214641_at	6.22e-01	3.48e-01	0.9429883	-6.14882	0.12558562	COL4A3	collagen type IV alpha 3 chain
221502_at	6.22e-01	3.48e-01	0.9428638	-6.14894	0.1063496	KPNA3	karyopherin subunit alpha 3
206564_at	6.22e-01	3.48e-01	-0.9428565	-6.14894	-0.12383393	OPRL1	opioid related nociceptin receptor 1
220531_at	6.22e-01	3.48e-01	0.9427998	-6.149	0.15044008		
211401_s_at	6.22e-01	3.48e-01	0.9426652	-6.14912	0.1459325	FGFR2	fibroblast growth factor receptor 2
210592_s_at	6.22e-01	3.48e-01	-0.942472	-6.1493	-0.12457312	SAT1	spermidine/spermine N1-acetyltransferase 1
206354_at	6.22e-01	3.48e-01	0.9424173	-6.14935	0.16534782	SLCO1B3	solute carrier organic anion transporter family member 1B3
220453_at	6.22e-01	3.48e-01	0.9423629	-6.1494	0.12142001	PQLC2	PQ loop repeat containing 2
203836_s_at	6.22e-01	3.49e-01	0.942266	-6.14949	0.26084657	MAP3K5	mitogen-activated protein kinase kinase kinase 5
202355_s_at	6.22e-01	3.49e-01	0.9422549	-6.1495	0.14439448	GTF2F1	general transcription factor IIF subunit 1
203842_s_at	6.22e-01	3.49e-01	0.9422435	-6.14951	0.18469533	MAPRE3	microtubule associated protein RP/EB family member 3
206874_s_at	6.22e-01	3.49e-01	0.9422402	-6.14951	0.12435687	SLK	STE20 like kinase
219555_s_at	6.22e-01	3.49e-01	0.9422355	-6.14952	0.09247789	CENPN	centromere protein N
45828_at	6.22e-01	3.49e-01	0.9421219	-6.14962	0.19891879	ATP5SL	ATP5S like
216994_s_at	6.23e-01	3.49e-01	0.9418874	-6.14984	0.10168492	RUNX2	runt related transcription factor 2
210794_s_at	6.23e-01	3.49e-01	0.9418692	-6.14986	0.17104498	MEG3	maternally expressed 3 (non-protein coding)
213989_x_at	6.23e-01	3.49e-01	0.9417615	-6.14996	0.14978257	SETD4	SET domain containing 4
220773_s_at	6.23e-01	3.49e-01	0.9417081	-6.15001	0.18099756	GPHN	gephyrin
211503_s_at	6.23e-01	3.49e-01	-0.9415301	-6.15017	-0.10757415	RAB14	RAB14, member RAS oncogene family
203046_s_at	6.23e-01	3.49e-01	-0.9414958	-6.1502	-0.15806741	TIMELESS	timeless circadian clock
221292_at	6.23e-01	3.49e-01	0.9414717	-6.15022	0.14838583	PTCH2	patched 2
217636_at	6.23e-01	3.49e-01	0.9413795	-6.15031	0.16059518	POLG	DNA polymerase gamma, catalytic subunit
205704_s_at	6.23e-01	3.49e-01	0.9413567	-6.15033	0.12836064	ATP6V0A2	ATPase H+ transporting V0 subunit a2
201720_s_at	6.23e-01	3.49e-01	-0.9413307	-6.15035	-0.16825882	LAPTM5	lysosomal protein transmembrane 5
221176_x_at	6.23e-01	3.49e-01	0.9412517	-6.15043	0.16112908		
210328_at	6.23e-01	3.49e-01	0.9411458	-6.15053	0.13949285	GNMT	glycine N-methyltransferase
211327_x_at	6.23e-01	3.49e-01	0.9410712	-6.15059	0.12428781	HFE	hemochromatosis
209434_s_at	6.23e-01	3.49e-01	-0.9409266	-6.15073	-0.16405907	PPAT	phosphoribosyl pyrophosphate amidotransferase
219876_s_at	6.23e-01	3.49e-01	0.9408865	-6.15077	0.13484824	GOLGA2P5	golgin A2 pseudogene 5
203903_s_at	6.23e-01	3.49e-01	-0.9407872	-6.15086	-0.13270506	HEPH	hephaestin
210935_s_at	6.23e-01	3.49e-01	-0.9406364	-6.151	-0.15502102	WDR1	WD repeat domain 1
210253_at	6.23e-01	3.50e-01	-0.9401872	-6.15141	-0.19231063	HTATIP2	HIV-1 Tat interactive protein 2
202698_x_at	6.23e-01	3.50e-01	0.9400292	-6.15156	0.10407252	COX4I1	cytochrome c oxidase subunit 4I1
209829_at	6.23e-01	3.50e-01	-0.9400132	-6.15157	-0.193005	FAM65B	family with sequence similarity 65 member B
204013_s_at	6.23e-01	3.50e-01	0.9400009	-6.15158	0.18160327	LCMT2	leucine carboxyl methyltransferase 2
211493_x_at	6.23e-01	3.50e-01	0.9399851	-6.1516	0.11313645	DTNA	dystrobrevin alpha
213429_at	6.23e-01	3.50e-01	0.9399092	-6.15167	0.13284509	BICC1	BicC family RNA binding protein 1
212305_s_at	6.23e-01	3.50e-01	0.9398632	-6.15171	0.14690666	MIA3	MIA family member 3, ER export factor
220180_at	6.23e-01	3.50e-01	0.9397752	-6.15179	0.09552782	CCDC68	coiled-coil domain containing 68
217387_at	6.23e-01	3.50e-01	-0.9397071	-6.15186	-0.17679748	CAPN6	calpain 6
205509_at	6.23e-01	3.50e-01	-0.9396955	-6.15187	-0.26453671	CPB1	carboxypeptidase B1
208453_s_at	6.23e-01	3.50e-01	0.9394835	-6.15206	0.19282978	XPNPEP1	X-prolyl aminopeptidase 1
214022_s_at	6.24e-01	3.50e-01	-0.9393416	-6.15219	-0.1257001	IFITM1	interferon induced transmembrane protein 1
216367_at	6.24e-01	3.50e-01	-0.939191	-6.15233	-0.16926773	COL4A3	collagen type IV alpha 3 chain
204055_s_at	6.24e-01	3.50e-01	-0.9391819	-6.15234	-0.12855394	CTAGE5	CTAGE family member 5, ER export factor
219814_at	6.24e-01	3.50e-01	0.939148	-6.15237	0.1328305	MBNL3	muscleblind like splicing regulator 3
216426_at	6.24e-01	3.50e-01	0.9390919	-6.15242	0.13896392		
216011_at	6.24e-01	3.50e-01	0.9390626	-6.15245	0.16848027	SLC39A9	solute carrier family 39 member 9
200866_s_at	6.24e-01	3.50e-01	0.9389761	-6.15253	0.2949322	PSAP	prosaposin
205698_s_at	6.24e-01	3.50e-01	0.9387636	-6.15273	0.10817349	MAP2K6	mitogen-activated protein kinase kinase 6
205538_at	6.24e-01	3.50e-01	-0.9386221	-6.15286	-0.16538548	CORO2A	coronin 2A
201107_s_at	6.24e-01	3.50e-01	0.9385752	-6.1529	0.15042307	THBS1	thrombospondin 1
220955_x_at	6.24e-01	3.50e-01	0.9384837	-6.15298	0.11287702	RAB23	RAB23, member RAS oncogene family
211883_x_at	6.24e-01	3.50e-01	0.9384732	-6.15299	0.10407692	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
220691_at	6.24e-01	3.51e-01	0.9382995	-6.15315	0.14018365		
204328_at	6.24e-01	3.51e-01	-0.9382944	-6.15316	-0.13377958	TMC6	transmembrane channel like 6
203994_s_at	6.24e-01	3.51e-01	-0.9381988	-6.15325	-0.15016809	C21orf2	chromosome 21 open reading frame 2
220976_s_at	6.24e-01	3.51e-01	0.9379214	-6.1535	0.14064271	KRTAP1-1	keratin associated protein 1-1
201138_s_at	6.24e-01	3.51e-01	0.9379141	-6.15351	0.1515043	SSB	Sjogren syndrome antigen B
201740_at	6.24e-01	3.51e-01	0.9377991	-6.15361	0.12339609	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3
214798_at	6.24e-01	3.51e-01	0.9377662	-6.15365	0.21834491	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
219092_s_at	6.24e-01	3.51e-01	-0.9375571	-6.15384	-0.1126645	IPPK	inositol-pentakisphosphate 2-kinase
222169_x_at	6.24e-01	3.51e-01	-0.9375411	-6.15385	-0.22880589	SH2D3A	SH2 domain containing 3A
220801_s_at	6.24e-01	3.51e-01	0.9374801	-6.15391	0.13493168	HAO2	hydroxyacid oxidase 2
218067_s_at	6.24e-01	3.51e-01	-0.9374274	-6.15396	-0.16290915	ARGLU1	arginine and glutamate rich 1
222382_x_at	6.24e-01	3.51e-01	-0.9373818	-6.154	-0.20361735	NUP205	nucleoporin 205
211109_at	6.24e-01	3.51e-01	0.9371543	-6.15421	0.24114583	JAK3	Janus kinase 3
34063_at	6.24e-01	3.51e-01	0.9370791	-6.15428	0.11365708	RECQL5	RecQ like helicase 5
200825_s_at	6.24e-01	3.51e-01	0.9370375	-6.15432	0.16918917	HYOU1	hypoxia up-regulated 1
218190_s_at	6.24e-01	3.51e-01	-0.9369099	-6.15443	-0.24418344	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
206632_s_at	6.24e-01	3.51e-01	-0.9369055	-6.15444	-0.11735923	APOBEC3B	apolipoprotein B mRNA editing enzyme catalytic subunit 3B
204142_at	6.24e-01	3.51e-01	-0.9368291	-6.15451	-0.22668322	ENOSF1	enolase superfamily member 1
215367_at	6.24e-01	3.51e-01	0.9367192	-6.15461	0.19522345	KIAA1614	KIAA1614
200071_at	6.24e-01	3.51e-01	-0.9366452	-6.15468	-0.17950083	SMNDC1	survival motor neuron domain containing 1
207788_s_at	6.24e-01	3.51e-01	-0.936526	-6.15479	-0.10092478	SORBS3	sorbin and SH3 domain containing 3
205645_at	6.24e-01	3.51e-01	-0.9365202	-6.15479	-0.17386948	REPS2	RALBP1 associated Eps domain containing 2
216670_at	6.25e-01	3.52e-01	0.9363631	-6.15494	0.12903591	KLK13	kallikrein related peptidase 13
210446_at	6.25e-01	3.52e-01	0.936222	-6.15507	0.13377393	GATA1	GATA binding protein 1
218281_at	6.25e-01	3.52e-01	0.9359118	-6.15535	0.11131198	MRPL48	mitochondrial ribosomal protein L48
211823_s_at	6.25e-01	3.52e-01	0.9357139	-6.15553	0.13676365	PXN	paxillin
206233_at	6.25e-01	3.52e-01	0.9355955	-6.15564	0.12904761	B4GALT6	beta-1,4-galactosyltransferase 6
211903_s_at	6.25e-01	3.52e-01	0.9354141	-6.15581	0.18545544	MPL	MPL proto-oncogene, thrombopoietin receptor
209174_s_at	6.25e-01	3.52e-01	0.9352817	-6.15593	0.12463597	QRICH1	glutamine rich 1
209883_at	6.25e-01	3.52e-01	0.9352669	-6.15594	0.10197787	COLGALT2	collagen beta(1-O)galactosyltransferase 2
220214_at	6.25e-01	3.52e-01	0.9351952	-6.15601	0.17298377	ZNF215	zinc finger protein 215
218046_s_at	6.26e-01	3.52e-01	0.9346091	-6.15655	0.09945661	MRPS16	mitochondrial ribosomal protein S16
201462_at	6.26e-01	3.52e-01	0.9345836	-6.15657	0.18414096	SCRN1	secernin 1
206581_at	6.26e-01	3.53e-01	0.9344228	-6.15672	0.15369903	BNC1	basonuclin 1
204606_at	6.26e-01	3.53e-01	-0.9342594	-6.15687	-0.15682038	CCL21	C-C motif chemokine ligand 21
202062_s_at	6.26e-01	3.53e-01	-0.9342362	-6.15689	-0.13072965	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
34206_at	6.26e-01	3.53e-01	0.9339823	-6.15712	0.1813843	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
212973_at	6.26e-01	3.53e-01	-0.9335898	-6.15748	-0.22884006	RPIA	ribose 5-phosphate isomerase A
214961_at	6.26e-01	3.53e-01	0.9334833	-6.15758	0.17036952	MTUS2	microtubule associated tumor suppressor candidate 2
219901_at	6.26e-01	3.53e-01	-0.9334701	-6.15759	-0.15088069	FGD6	FYVE, RhoGEF and PH domain containing 6
204751_x_at	6.26e-01	3.53e-01	-0.9334372	-6.15762	-0.12332519	DSC2	desmocollin 2
210882_s_at	6.26e-01	3.53e-01	-0.9333	-6.15775	-0.17440013	TRO	trophinin
208224_at	6.26e-01	3.53e-01	0.9332992	-6.15775	0.13808809	HOXB1	homeobox B1
209657_s_at	6.26e-01	3.53e-01	-0.9332215	-6.15782	-0.2134411	HSF2	heat shock transcription factor 2
203788_s_at	6.26e-01	3.53e-01	0.9331268	-6.15791	0.11097525	SEMA3C	semaphorin 3C
212028_at	6.26e-01	3.53e-01	0.9331188	-6.15792	0.17902024	RBM25	RNA binding motif protein 25
207448_at	6.27e-01	3.53e-01	0.9328743	-6.15814	0.13145595	POFUT2	protein O-fucosyltransferase 2
215730_at	6.27e-01	3.53e-01	0.9328014	-6.15821	0.18253026	VGLL1	vestigial like family member 1
207680_x_at	6.27e-01	3.53e-01	0.932741	-6.15826	0.19272986	PAX3	paired box 3
217691_x_at	6.27e-01	3.53e-01	-0.9327034	-6.1583	-0.18410996	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3
210362_x_at	6.27e-01	3.53e-01	0.9327019	-6.1583	0.14827635	PML	promyelocytic leukemia
215795_at	6.27e-01	3.54e-01	0.932474	-6.15851	0.15015347	MYH7B	myosin heavy chain 7B
210319_x_at	6.27e-01	3.54e-01	-0.9321902	-6.15877	-0.14665596	MSX2	msh homeobox 2
217244_at	6.27e-01	3.54e-01	0.9321797	-6.15878	0.13663229		
209020_at	6.27e-01	3.54e-01	0.931832	-6.1591	0.12766985	OSER1	oxidative stress responsive serine rich 1
207780_at	6.27e-01	3.54e-01	0.931778	-6.15915	0.12346837	CYLC2	cylicin 2
221564_at	6.27e-01	3.54e-01	0.9315165	-6.15938	0.22641136	PRMT2	protein arginine methyltransferase 2
201246_s_at	6.27e-01	3.54e-01	-0.9312992	-6.15958	-0.12167295	LOC101927673///OTUB1	uncharacterized LOC101927673///OTU deubiquitinase, ubiquitin aldehyde binding 1
219133_at	6.27e-01	3.54e-01	0.9312592	-6.15962	0.12279637	OXSM	3-oxoacyl-ACP synthase, mitochondrial
200874_s_at	6.27e-01	3.54e-01	0.9312184	-6.15966	0.10390708	MIR1292///SNORD110///SNORD86///SNORD57///NOP56	microRNA 1292///small nucleolar RNA, C/D box 110///small nucleolar RNA, C/D box 86///small nucleolar RNA, C/D box 57///NOP56 ribonucleoprotein
222187_x_at	6.27e-01	3.54e-01	-0.9311566	-6.15971	-0.18680821	G3BP1	G3BP stress granule assembly factor 1
213953_at	6.27e-01	3.54e-01	0.9310713	-6.15979	0.22083624	KRT20	keratin 20
214429_at	6.27e-01	3.54e-01	-0.9309223	-6.15993	-0.13754777	MTMR6	myotubularin related protein 6
216658_at	6.27e-01	3.54e-01	0.9309011	-6.15995	0.1308219		
210156_s_at	6.27e-01	3.54e-01	-0.9309007	-6.15995	-0.20823931	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
211609_x_at	6.27e-01	3.54e-01	-0.930895	-6.15995	-0.26917658	PSMD4	proteasome 26S subunit, non-ATPase 4
207521_s_at	6.28e-01	3.54e-01	0.9306235	-6.1602	0.09958483	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
206037_at	6.28e-01	3.54e-01	0.9306092	-6.16021	0.13922961	KYAT1	kynurenine aminotransferase 1
91684_g_at	6.28e-01	3.55e-01	-0.9303452	-6.16046	-0.13701284	EXOSC4	exosome component 4
201477_s_at	6.28e-01	3.55e-01	-0.9300834	-6.1607	-0.12462809	RRM1	ribonucleotide reductase catalytic subunit M1
218757_s_at	6.28e-01	3.55e-01	-0.9300656	-6.16071	-0.13701705	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)
204935_at	6.28e-01	3.55e-01	-0.9300519	-6.16072	-0.18370055	PTPN2	protein tyrosine phosphatase, non-receptor type 2
220588_at	6.28e-01	3.55e-01	0.929924	-6.16084	0.15496259	BCAS4	breast carcinoma amplified sequence 4
215163_at	6.28e-01	3.55e-01	-0.929898	-6.16086	-0.19147367		
211093_at	6.28e-01	3.55e-01	0.9297031	-6.16104	0.1769728	PDE6C	phosphodiesterase 6C
200836_s_at	6.28e-01	3.55e-01	0.9296438	-6.1611	0.17287099	MAP4	microtubule associated protein 4
207053_at	6.28e-01	3.55e-01	0.9294273	-6.16129	0.16948307	SLC8A1	solute carrier family 8 member A1
206427_s_at	6.28e-01	3.55e-01	0.9293727	-6.16134	0.16006024	MLANA	melan-A
221234_s_at	6.28e-01	3.55e-01	0.9291397	-6.16156	0.10790274	BACH2	BTB domain and CNC homolog 2
221827_at	6.28e-01	3.55e-01	-0.9290973	-6.1616	-0.10804363	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
208726_s_at	6.28e-01	3.55e-01	0.9290074	-6.16168	0.1046699	EIF2S2	eukaryotic translation initiation factor 2 subunit beta
207201_s_at	6.28e-01	3.55e-01	0.9289081	-6.16177	0.21633275	SLC22A1	solute carrier family 22 member 1
207628_s_at	6.28e-01	3.55e-01	-0.9288639	-6.16181	-0.11562494	WBSCR22	Williams-Beuren syndrome chromosome region 22
212585_at	6.28e-01	3.55e-01	0.928811	-6.16186	0.14513552	OSBPL8	oxysterol binding protein like 8
203064_s_at	6.28e-01	3.55e-01	-0.928714	-6.16195	-0.16791748	FOXK2	forkhead box K2
200674_s_at	6.28e-01	3.56e-01	0.9285182	-6.16212	0.0911577	RPL32	ribosomal protein L32
208059_at	6.28e-01	3.56e-01	-0.9285168	-6.16213	-0.16896513	CCR8	C-C motif chemokine receptor 8
206372_at	6.28e-01	3.56e-01	0.9284253	-6.16221	0.23398173	MYF6	myogenic factor 6
212027_at	6.28e-01	3.56e-01	-0.9284068	-6.16223	-0.1128263	RBM25	RNA binding motif protein 25
215582_x_at	6.28e-01	3.56e-01	-0.9283975	-6.16223	-0.17811054	MCM3AP	minichromosome maintenance complex component 3 associated protein
216809_at	6.28e-01	3.56e-01	0.9283522	-6.16228	0.13366054	CYLC1	cylicin 1
206582_s_at	6.29e-01	3.56e-01	0.9281231	-6.16249	0.14325992	ADGRG1	adhesion G protein-coupled receptor G1
215622_x_at	6.29e-01	3.56e-01	0.9279189	-6.16267	0.13832471	PHF7	PHD finger protein 7
219000_s_at	6.29e-01	3.56e-01	0.9278793	-6.16271	0.16197982	DSCC1	DNA replication and sister chromatid cohesion 1
203867_s_at	6.29e-01	3.56e-01	-0.9278447	-6.16274	-0.23227214	NLE1	notchless homolog 1
221168_at	6.29e-01	3.56e-01	-0.9277601	-6.16282	-0.17677853	PRDM13	PR/SET domain 13
218855_at	6.29e-01	3.56e-01	0.9276318	-6.16293	0.16809293	TPRA1	transmembrane protein adipocyte associated 1
218451_at	6.29e-01	3.56e-01	-0.9274126	-6.16313	-0.1848188	CDCP1	CUB domain containing protein 1
221855_at	6.29e-01	3.56e-01	0.9273646	-6.16318	0.12334355	SDHAF1	succinate dehydrogenase complex assembly factor 1
221637_s_at	6.29e-01	3.56e-01	-0.9271681	-6.16336	-0.11938345	C11orf98///LBHD1	chromosome 11 open reading frame 98///LBH domain containing 1
202604_x_at	6.29e-01	3.56e-01	0.9271641	-6.16336	0.11608555	ADAM10	ADAM metallopeptidase domain 10
216079_at	6.29e-01	3.56e-01	-0.9270611	-6.16345	-0.19759196	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)
204929_s_at	6.29e-01	3.56e-01	-0.9267577	-6.16373	-0.24209841	VAMP5	vesicle associated membrane protein 5
211277_x_at	6.29e-01	3.56e-01	0.9267264	-6.16376	0.10536434	APP	amyloid beta precursor protein
201410_at	6.29e-01	3.57e-01	-0.9266298	-6.16385	-0.14284642	PLEKHB2	pleckstrin homology domain containing B2
221625_at	6.29e-01	3.57e-01	0.9265563	-6.16391	0.12840426	ZNF506	zinc finger protein 506
219945_at	6.29e-01	3.57e-01	0.9264277	-6.16403	0.17595054	DDX25	DEAD-box helicase 25
213335_s_at	6.29e-01	3.57e-01	-0.9263385	-6.16411	-0.23767375	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
214092_x_at	6.30e-01	3.57e-01	0.9261701	-6.16426	0.14583204	SUGP2	SURP and G-patch domain containing 2
216228_s_at	6.30e-01	3.57e-01	-0.9261289	-6.1643	-0.18078786	WDHD1	WD repeat and HMG-box DNA binding protein 1
209217_s_at	6.30e-01	3.57e-01	0.926049	-6.16437	0.12066858	WDR45	WD repeat domain 45
202593_s_at	6.30e-01	3.57e-01	0.9257549	-6.16464	0.16780397	GDE1	glycerophosphodiester phosphodiesterase 1
218663_at	6.30e-01	3.57e-01	-0.925668	-6.16472	-0.1567925	NCAPG	non-SMC condensin I complex subunit G
217392_at	6.30e-01	3.57e-01	0.9256583	-6.16473	0.1350752		
222378_at	6.30e-01	3.57e-01	0.9256174	-6.16477	0.13043791		
216797_at	6.30e-01	3.57e-01	0.925538	-6.16484	0.14943796		
217538_at	6.30e-01	3.57e-01	0.9253421	-6.16502	0.135106	SGSM2	small G protein signaling modulator 2
211441_x_at	6.30e-01	3.57e-01	0.9251368	-6.1652	0.10552603	CYP3A43	cytochrome P450 family 3 subfamily A member 43
221960_s_at	6.30e-01	3.57e-01	0.9251178	-6.16522	0.13080613	RAB2A	RAB2A, member RAS oncogene family
220446_s_at	6.30e-01	3.57e-01	0.925052	-6.16528	0.11803302	CHST4	carbohydrate sulfotransferase 4
214535_s_at	6.30e-01	3.57e-01	0.9249887	-6.16534	0.18231807	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
1729_at	6.30e-01	3.57e-01	-0.9249849	-6.16534	-0.1861055	TRADD	TNFRSF1A associated via death domain
222267_at	6.30e-01	3.57e-01	0.9249261	-6.1654	0.1191683	TMEM209	transmembrane protein 209
212765_at	6.30e-01	3.57e-01	-0.9249052	-6.16542	-0.13657012	CAMSAP2	calmodulin regulated spectrin associated protein family member 2
212142_at	6.30e-01	3.57e-01	0.9248436	-6.16547	0.18807962	MCM4	minichromosome maintenance complex component 4
37004_at	6.30e-01	3.57e-01	0.92479	-6.16552	0.14389291	SFTPB	surfactant protein B
209598_at	6.30e-01	3.58e-01	0.9246362	-6.16566	0.11468348	PNMA2	paraneoplastic Ma antigen 2
208613_s_at	6.30e-01	3.58e-01	-0.9243201	-6.16595	-0.1200221	FLNB	filamin B
200906_s_at	6.30e-01	3.58e-01	-0.924103	-6.16614	-0.2009857	PALLD	palladin, cytoskeletal associated protein
216564_at	6.30e-01	3.58e-01	0.9240688	-6.16617	0.18474861		
218193_s_at	6.31e-01	3.58e-01	-0.9236781	-6.16653	-0.21912035	GOLT1B	golgi transport 1B
218720_x_at	6.31e-01	3.58e-01	0.9235185	-6.16667	0.16481437	SEZ6L2	seizure related 6 homolog like 2
216297_at	6.31e-01	3.58e-01	0.9230609	-6.16709	0.17036217		
218885_s_at	6.31e-01	3.58e-01	0.9230045	-6.16714	0.22503087	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12
201359_at	6.31e-01	3.58e-01	-0.9229236	-6.16721	-0.12216549	COPB1	coatomer protein complex subunit beta 1
219485_s_at	6.31e-01	3.58e-01	-0.9228522	-6.16728	-0.14972636	PSMD10	proteasome 26S subunit, non-ATPase 10
217324_at	6.31e-01	3.59e-01	-0.9228083	-6.16732	-0.12925867		
207358_x_at	6.31e-01	3.59e-01	0.9228074	-6.16732	0.11887309	MACF1	microtubule-actin crosslinking factor 1
208738_x_at	6.31e-01	3.59e-01	-0.9227982	-6.16733	-0.10876431	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
208663_s_at	6.31e-01	3.59e-01	-0.9226638	-6.16745	-0.25626633	TTC3P1///TTC3	tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
208288_at	6.31e-01	3.59e-01	-0.9226272	-6.16748	-0.20040195	ABCB11	ATP binding cassette subfamily B member 11
209989_at	6.31e-01	3.59e-01	-0.9224614	-6.16763	-0.19467937	ZNF268	zinc finger protein 268
209044_x_at	6.31e-01	3.59e-01	0.9224565	-6.16764	0.12983665	SF3B4	splicing factor 3b subunit 4
202173_s_at	6.31e-01	3.59e-01	-0.9223691	-6.16772	-0.19625182	VEZF1	vascular endothelial zinc finger 1
211332_x_at	6.31e-01	3.59e-01	0.9222828	-6.1678	0.16323728	HFE	hemochromatosis
221091_at	6.31e-01	3.59e-01	0.9222452	-6.16783	0.11198116	INSL5	insulin like 5
201698_s_at	6.31e-01	3.59e-01	-0.922227	-6.16785	-0.16798667	GATC///SRSF9	glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
207945_s_at	6.31e-01	3.59e-01	0.9221941	-6.16788	0.17151576	CSNK1D	casein kinase 1 delta
217574_at	6.31e-01	3.59e-01	0.9221735	-6.16789	0.14020755	CDH8	cadherin 8
220263_at	6.31e-01	3.59e-01	0.922158	-6.16791	0.10537575	SMAD5-AS1	SMAD5 antisense RNA 1
217856_at	6.31e-01	3.59e-01	0.9220999	-6.16796	0.12793276	RBM8A	RNA binding motif protein 8A
205630_at	6.31e-01	3.59e-01	0.9220801	-6.16798	0.18002107	CRH	corticotropin releasing hormone
220313_at	6.31e-01	3.59e-01	0.9220606	-6.168	0.20323355	GPR88	G protein-coupled receptor 88
211746_x_at	6.31e-01	3.59e-01	0.921931	-6.16811	0.11709514	PSMA1	proteasome subunit alpha 1
205342_s_at	6.31e-01	3.59e-01	0.9219138	-6.16813	0.11159188	SULT1C2	sulfotransferase family 1C member 2
212014_x_at	6.31e-01	3.59e-01	0.9217369	-6.16829	0.13684616	CD44	CD44 molecule (Indian blood group)
207785_s_at	6.31e-01	3.59e-01	0.9216264	-6.16839	0.13287284	RBPJ	recombination signal binding protein for immunoglobulin kappa J region
220322_at	6.31e-01	3.59e-01	0.9213557	-6.16864	0.12003487	IL36G	interleukin 36, gamma
39650_s_at	6.31e-01	3.59e-01	0.9212116	-6.16877	0.13630922	PCNX2	pecanex homolog 2 (Drosophila)
209738_x_at	6.31e-01	3.59e-01	0.9211921	-6.16878	0.16201864	PSG6	pregnancy specific beta-1-glycoprotein 6
202301_s_at	6.31e-01	3.59e-01	0.9211641	-6.16881	0.12654451	RSRC2	arginine and serine rich coiled-coil 2
